Rsex,ReligSum,SupParty,ClosePty,PartyIDN,Politics,Spend1,TaxSpend,AnyBN3,Dole,dolefidl,sochelp,welfhelp,damlives,proudwlf,redistrb,richlaw,wealth,Indust4,BigBusnn,NatIdGB,tradvals,stifsent,NHSSat,ECPolicy2,EURefV2,EURefb,CovWk1,CovWk2,CovWk3,deathapp,censor,wronglaw
Female,No religion, No,Yes,Labour,4,Health,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too high and disc,4,5,4,1,1,4,1,2,1,2,Equally (English/Scottish/Welsh) and British,2,1,Very satisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,2,2,2
Female,Church of England,Yes,Item not applicable,Liberal Democrat,1,Health,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,5,5,4,1,1,1,3,2,4,2,Other,2,3,Quite satisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",5,5,5,5,4,1
Male,No religion,Yes,Item not applicable,Labour,2,Housing,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,4,4,4,2,1,1,3,2,3,1,Equally (English/Scottish/Welsh) and British,3,4,Quite satisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,4,3
Male,Other Christian,Yes,Item not applicable,Conservative,2,Defence,Keep taxes and spending on these services at the same level,Yes,Don’t know,3,3,2,3,2,4,4,3,4,4,More (English/Scottish/Welsh) than British,2,3,Quite satisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,3,3,2
Female,No religion,Yes,Item not applicable,Conservative,3,Education,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,3,2,3,4,5,5,4,4,4,4,Equally (English/Scottish/Welsh) and British,2,2,Quite dissatisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",4,4,4,3,2,2
Female,No religion, No,Yes,Conservative,4,Education,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,2,4,4,4,4,3,2,2,2,3,not British,2,2,Neither satisfied nor dissatisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",4,5,4,3,3,4
Male,No religion, No, No,Conservative,4,Housing,"Reduce taxes and spend less on health, education and soc",No,benefits for unemployed people are too high and disc,1,4,3,3,2,4,4,4,2,3,Other,4,2,Quite satisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",4,4,4,2,2,4
Female,No religion, No,Yes,Conservative,3,Health,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too low and cause hardship,5,4,4,2,1,3,4,4,4,4,not British,4,3,Quite satisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",5,5,5,5,3,4
Female,No religion,Yes,Item not applicable,Labour,2,Education,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,4,4,4,1,2,3,1,2,3,1,Equally (English/Scottish/Welsh) and British,5,4,Quite satisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",4,3,3,5,3,4
Female,No religion, No, No,none ,5,Police and prisons,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,2,2,2,3,3,4,2,2,3,3,Equally (English/Scottish/Welsh) and British,2,2,Quite satisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",5,5,5,1,1,1
Male,No religion, No, No,none ,5,Health,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too high and disc,2,2,2,3,4,4,2,2,2,2,Other,1,1,Quite dissatisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",5,5,5,1,5,5
Female,Roman Catholic, No, No,Liberal Democrat,3,Help for industry,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,2,3,3,3,3,4,1,1,1,1,Other,2,2,Quite satisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",5,5,5,2,4,4
Female,No religion,Yes,Item not applicable,Labour,3,Health,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,2,2,4,2,2,2,1,1,2,4,Equally (English/Scottish/Welsh) and British,1,1,Very satisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",3,2,2,1,1,1
Female,Church of England, No, No,Conservative,3,Defence,"Increase tax and spend more on health, education and social benefits",Yes,Neither,4,4,4,3,2,5,4,5,5,4,not British,1,1,Quite satisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",5,5,5,1,3,2
Female,No religion, No, No,none ,5,Education,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too low and cause hardship,3,2,3,2,3,2,2,2,1,2,not British,3,2,Neither satisfied nor dissatisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",2,4,4,2,3,2
Female,Other Christian, No, No,none ,3,Police and prisons,Keep taxes and spending on these services at the same level,No,Neither,3,3,3,3,2,3,2,2,2,2,Equally (English/Scottish/Welsh) and British,2,2,Neither satisfied nor dissatisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",2,3,3,5,2,3
Male,No religion, No, No,Brexit Party,3,Health,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,4,2,3,2,2,2,4,2,4,2,Equally (English/Scottish/Welsh) and British,2,2,Quite dissatisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",4,4,4,2,2,4
Female,Other Christian,Yes,Item not applicable,Labour,2,Health,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,4,4,4,4,3,2,1,2,4,2,Equally (English/Scottish/Welsh) and British,4,2,Neither satisfied nor dissatisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",5,5,5,4,4,2
Male,Roman Catholic, No,Yes,Labour,3,Police and prisons,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,4,4,4,2,3,3,2,2,4,2,British not (English/Scottish/Welsh),3,2,Neither satisfied nor dissatisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,3,2
Female,No religion,Yes,Item not applicable,Labour,2,Education,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,4,4,3,2,2,4,2,2,2,1,Equally (English/Scottish/Welsh) and British,5,4,Neither satisfied nor dissatisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,4,2
Male,No religion,Yes,Item not applicable,Labour,1,Education,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,5,5,5,1,1,1,1,2,2,1,Equally (English/Scottish/Welsh) and British,5,4,Quite satisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,4,4
Female,No religion,Yes,Item not applicable,Labour,2,Health,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,4,4,4,1,1,1,2,1,3,1,More British than (English/Scottish/Welsh),5,4,Quite satisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",2,4,4,5,2,4
Female,No religion,Yes,Item not applicable,Labour,3,Health,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,5,5,5,1,2,3,1,2,2,3,Equally (English/Scottish/Welsh) and British,5,3,Very dissatisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",1,5,1,5,3,3
Male,No religion, No,Yes,Labour,3,Health,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too low and cause hardship,4,3,3,2,3,4,4,3,4,3,British not (English/Scottish/Welsh),4,2,Neither satisfied nor dissatisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",5,5,5,3,5,2
Female,Other Christian, No,Yes,Conservative,4,Education,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,4,2,3,3,2,4,2,3,2,3,Other,2,3,Neither satisfied nor dissatisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",5,5,5,2,5,2
Male,Other Christian,Yes,Item not applicable,Conservative,2,Education,Don’t know,No,Don’t know,3,2,4,3,2,5,2,3,4,3,Other,3,3,Quite satisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",5,5,5,2,5,2
Male,Church of England, No, No,Labour,3,Health,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,4,2,1,1,2,3,2,2,2,2,Equally (English/Scottish/Welsh) and British,2,3,Quite satisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,4,2,4
Female,Church of England, No,Yes,Liberal Democrat,3,Health,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,4,4,4,1,1,2,1,1,3,2,Other,4,3,Quite dissatisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,2,2
Male,Other Christian, No,Yes,Conservative,3,Health,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,3,3,3,2,2,3,3,3,3,3,Equally (English/Scottish/Welsh) and British,2,2,Quite satisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,3,2,3
Male,No religion,Yes,Item not applicable,Liberal Democrat,2,Education,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,5,4,4,2,2,3,1,2,2,2,Equally (English/Scottish/Welsh) and British,2,2,Quite satisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",4,5,5,3,4,2
Female,Other Christian,Yes,Item not applicable,Labour,2,Health,Keep taxes and spending on these services at the same level,Yes,Don’t know,3,4,4,2,2,4,2,2,3,2,Equally (English/Scottish/Welsh) and British,3,2,Quite satisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",4,4,4,4,4,3
Male,Roman Catholic,Yes,Item not applicable,Labour,2,Health,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,4,4,4,1,1,2,1,1,2,2,Other,2,3,Quite satisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,4,3
Male,No religion,Yes,Item not applicable,Liberal Democrat,2,Education,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,3,3,2,2,2,3,2,3,4,2,Equally (English/Scottish/Welsh) and British,3,2,Quite satisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,2,2,4
Female,Church of England, No,Yes,Conservative,2,Roads,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too low and cause hardship,3,3,3,2,2,3,1,2,3,2,not British,3,2,Quite satisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,2,3,4
Male,Other Christian,Yes,Item not applicable,Conservative,2,Police and prisons,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too high and disc,3,2,2,3,3,3,2,3,3,3,not British,1,1,Quite dissatisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,2,3,2
Female,Church of England, No,Yes,Brexit Party,2,Health,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too high and disc,2,2,4,2,2,2,2,2,2,2,Equally (English/Scottish/Welsh) and British,1,1,Quite dissatisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,2,2,2
Female,Church of England, No, No,Brexit Party,3,Police and prisons,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,3,3,4,2,2,2,1,2,1,3,not British,2,1,Quite dissatisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,1,1,3
Male,No religion, No,Yes,Labour,4,Health,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,4,4,3,3,3,4,4,2,4,3,Equally (English/Scottish/Welsh) and British,3,2,Quite satisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",5,4,4,3,2,2
Female,No religion, No, No,Labour,2,Health,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,2,4,4,2,3,3,2,3,2,3,Equally (English/Scottish/Welsh) and British,3,3,Very satisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",2,4,4,5,2,2
Female,Other Christian, No,Yes,Conservative,2,Education,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,4,4,5,2,1,4,3,4,4,4,Equally (English/Scottish/Welsh) and British,4,2,Quite satisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,1,2
