Rsex,ReligSum,SupParty,ClosePty,PartyIDN,Politics,Spend1,TaxSpend,AnyBN3,Dole,dolefidl,sochelp,welfhelp,damlives,proudwlf,redistrb,richlaw,wealth,indust4,BigBusnn,NatIdGB,tradvals,stifsent,EURefV2,EURefb,ECPolicy2,NHSSat,EUVOTWHO,deathapp,censor,wronglaw
Male,Church of England, No,Yes,Conservative,1,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,3,3,3,3,1,3,2,2,2,2,Schedule not applicable,2,2,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite satisfied,Schedule not applicable,2,2,2
Female,Roman Catholic, No, No,Labour,4,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Equally (English/Scottish/Welsh) and British,-1,-1,Yes,I would not vote ,to stay in the EU and try to reduce the EUs powers,Very dissatisfied,Don t remember,-1,-1,-1
Male,No religion,Yes,Item not applicable,Conservative,4,Defence,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too high and disc,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Schedule not applicable,-1,-1,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite satisfied,Schedule not applicable,-1,-1,-1
Female,Roman Catholic,Yes,Item not applicable,Conservative,2,Schedule not applicable,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too high and disc,3,3,3,3,2,4,3,3,2,2,Equally (English/Scottish/Welsh) and British,1,2,Yes,Remain a member of the European Union,to stay in the EU and try to reduce the EUs powers,Quite satisfied,Remain a member of the European Union ,5,2,2
Female,Church of England,Yes,Item not applicable,Conservative,4,Health,"Increase tax and spend more on health, education and social benefits",Yes,Neither,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Schedule not applicable,-1,-1,Schedule not applicable,Schedule not applicable,Schedule not applicable,Very satisfied,Schedule not applicable,-1,-1,-1
Male,No religion, No,Yes,Conservative,3,Schedule not applicable,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too low and cause,3,3,3,3,3,3,4,4,2,3,Equally (English/Scottish/Welsh) and British,2,4,Yes,Remain a member of the European Union,to stay in the EU and try to reduce the EUs powers,Quite satisfied,Remain a member of the European Union ,3,3,4
Female,No religion, No,Yes,Conservative,2,Health,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,4,4,3,3,3,2,4,3,4,3,Schedule not applicable,3,3,Schedule not applicable,Schedule not applicable,Schedule not applicable,Neither satisfied nor dissatisfied,Schedule not applicable,5,4,3
Male,No religion,Yes,Item not applicable,Green Party,2,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,Don’t know,3,4,3,4,2,2,2,2,4,3,Schedule not applicable,3,4,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite dissatisfied,Schedule not applicable,4,3,3
Female,Other Christian,Yes,Item not applicable,Conservative,1,Education,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause,4,3,3,3,2,3,2,3,3,2,Schedule not applicable,2,2,Schedule not applicable,Schedule not applicable,Schedule not applicable,Very satisfied,Schedule not applicable,3,3,3
Female,Other Christian, No,Yes,Labour,3,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",No,Neither,5,3,4,1,2,2,3,2,3,1,Schedule not applicable,3,3,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite satisfied,Schedule not applicable,5,3,4
Male,Non-Christian, No,Yes,Labour,3,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause,5,5,3,1,3,1,1,1,1,1,More British than (English/Scottish/Welsh),3,3,Yes,Remain a member of the European Union,to work for the formation of a single European government,Very dissatisfied,Remain a member of the European Union ,2,3,5
Male,Other Christian,Yes,Item not applicable,Labour,5,Roads,"Reduce taxes and spend less on health, education and soc",Yes,benefits for unemployed people are too low and cause,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Schedule not applicable,-1,-1,Schedule not applicable,Schedule not applicable,Schedule not applicable,Very satisfied,Schedule not applicable,-1,-1,-1
Male,No religion, No, No,Labour,4,Social security benefits,Keep taxes and spending on these services at the same level,Yes,Neither,3,1,3,2,3,5,4,3,2,2,Schedule not applicable,3,4,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite satisfied,Schedule not applicable,1,5,4
Female,Non-Christian,Yes,Item not applicable,Labour,2,Schedule not applicable,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Schedule not applicable,-1,-1,Schedule not applicable,Schedule not applicable,Schedule not applicable,Very dissatisfied,Schedule not applicable,-1,-1,-1
Male,Roman Catholic, No,Yes,Conservative,3,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,"BOTH: UNEMPLOYMENT BENEFIT CAUSES HARDSHIP TO SOME, WHILE OT",4,4,3,2,2,3,3,3,3,3,British not (English/Scottish/Welsh),3,3,Yes,Leave the European Union,to work for the formation of a single European government,Very satisfied,Leave the European Union ,4,3,3
Male,Roman Catholic,Yes,Item not applicable,Labour,2,Schedule not applicable,"Reduce taxes and spend less on health, education and soc",No,benefits for unemployed people are too high and disc,2,3,3,3,3,3,2,2,2,3,Schedule not applicable,2,3,Schedule not applicable,Schedule not applicable,Schedule not applicable,Very satisfied,Schedule not applicable,5,4,3
Female,Roman Catholic,Yes,Item not applicable,Liberal Democrat,1,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Schedule not applicable,-1,-1,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite dissatisfied,Schedule not applicable,-1,-1,-1
Female,No religion, No, No,Labour,4,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",No,Neither,4,4,4,2,2,4,4,2,4,2,Schedule not applicable,4,2,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite satisfied,Schedule not applicable,4,2,2
Female,No religion, No, No,Don’t know,4,Schedule not applicable,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,3,3,3,3,3,3,5,3,3,3,Equally (English/Scottish/Welsh) and British,4,2,,Remain a member of the European Union,to leave things as they are,Neither satisfied nor dissatisfied,"skip, didnt return SC questionnaire",3,3,4
Male,No religion,Yes,Item not applicable,Labour,2,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause,4,4,3,5,1,1,2,1,3,3,Schedule not applicable,2,1,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite satisfied,Schedule not applicable,1,2,5
Female,Non-Christian,Yes,Item not applicable,Conservative,3,Schedule not applicable,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too low and cause,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Schedule not applicable,-1,-1,Schedule not applicable,Schedule not applicable,Schedule not applicable,Very dissatisfied,Schedule not applicable,-1,-1,-1
Female,Church of England, No,Yes,Labour,4,Health,Keep taxes and spending on these services at the same level,Yes,Neither,3,4,3,2,3,3,3,3,3,3,Schedule not applicable,2,2,Schedule not applicable,Schedule not applicable,Schedule not applicable,Neither satisfied nor dissatisfied,Schedule not applicable,3,2,2
Female,Roman Catholic,Yes,Item not applicable,Conservative,3,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause,4,4,2,2,1,3,3,2,2,3,Schedule not applicable,3,3,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite satisfied,Schedule not applicable,4,2,2
Male,Church of England, No, No,Refused to say,2,Schedule not applicable,Keep taxes and spending on these services at the same level,No,ABOUT RIGHT/IN BETWEEN,3,3,2,4,2,2,2,2,1,1,More British than (English/Scottish/Welsh),1,1,Yes,Leave the European Union,to leave the European Union,Quite satisfied,Leave the European Union ,5,2,2
Female,No religion, No, No,Liberal Democrat,5,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,3,2,3,3,3,3,1,2,1,1,Schedule not applicable,1,1,Schedule not applicable,Schedule not applicable,Schedule not applicable,Very satisfied,Schedule not applicable,1,5,1
Male,Roman Catholic,Yes,Item not applicable,Scottish National Party,1,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause,2,1,3,1,1,1,1,1,1,1,not British,1,1,Yes,Remain a member of the European Union,to leave things as they are,Neither satisfied nor dissatisfied,Remain a member of the European Union ,1,1,1
Female,Other Christian,Yes,Item not applicable,Labour,4,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,Other answer ,3,3,3,2,2,3,2,2,3,2,Schedule not applicable,1,2,Schedule not applicable,Schedule not applicable,Schedule not applicable,Neither satisfied nor dissatisfied,Schedule not applicable,3,1,1
Male,No religion, No,Yes,Conservative,4,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,2,2,2,2,2,2,1,2,1,1,not British,1,1,Yes,Leave the European Union,to leave the European Union,Very satisfied,Leave the European Union ,1,1,1
Female,No religion,Yes,Item not applicable,Green Party,2,Education,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too low and cause,4,2,4,2,2,2,2,4,4,4,Schedule not applicable,2,2,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite dissatisfied,Schedule not applicable,4,4,4
Male,No religion, No, No,Don’t know,3,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too high and disc,2,3,2,3,3,3,4,4,4,3,Equally (English/Scottish/Welsh) and British,4,2,Yes,Remain a member of the European Union,to leave things as they are,Quite satisfied,Remain a member of the European Union ,2,3,3
Male,No religion,Yes,Item not applicable,Scottish National Party,2,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause,4,4,4,2,1,3,3,2,4,2,More (English/Scottish/Welsh) than British,4,4,Yes,Remain a member of the European Union,to stay in the EU and try to reduce the EUs powers,Quite satisfied,Remain a member of the European Union ,5,3,3
Female,Church of England,Yes,Item not applicable,Conservative,3,Social security benefits,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too high and disc,2,3,2,3,3,2,2,2,2,2,Schedule not applicable,2,1,Schedule not applicable,Schedule not applicable,Schedule not applicable,Neither satisfied nor dissatisfied,Schedule not applicable,2,2,2
Female,Other Christian,Yes,Item not applicable,Conservative,1,Schedule not applicable,Keep taxes and spending on these services at the same level,Yes,Other answer ,3,3,4,2,2,2,2,2,3,2,Schedule not applicable,2,4,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite satisfied,Schedule not applicable,4,2,2
Female,No religion, No, No,Other party ,3,Health,Keep taxes and spending on these services at the same level,No,Neither,2,4,3,2,3,1,1,1,1,1,Schedule not applicable,4,4,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite dissatisfied,Schedule not applicable,5,3,2
Female,No religion, No, No,,1,Health,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,2,4,4,2,2,2,1,2,2,2,Schedule not applicable,1,1,Schedule not applicable,Schedule not applicable,Schedule not applicable,Very dissatisfied,Schedule not applicable,1,4,1
Male,No religion,Yes,Item not applicable,Labour,4,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause,5,5,2,1,1,1,1,1,2,1,More (English/Scottish/Welsh) than British,1,1,Yes,Remain a member of the European Union,to leave things as they are,Quite satisfied,Remain a member of the European Union ,1,3,2
